商品名字,综合评分,性价比,功效,口味,包装,星座,性别,喜好种类,职业,年龄,口味喜好,个性标签,报告URL
四川特级冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12388252&reportId=22186759
四川特级冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12388252&reportId=22830687
四川特级冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12388252&reportId=22268321
四川特级冬虫夏草 1条装,4.5,5,5,4,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12388252&reportId=22200140
四川特级冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12388252&reportId=22178949
四川特级冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12388252&reportId=22118320
四川特级冬虫夏草 1条装,4.8,5,5,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12388252&reportId=22352225
四川特级冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12388252&reportId=22778859
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22176811
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22928567
高海拔精选冬虫夏草 1条装,4,3,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22114444
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22656049
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22402593
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22516986
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22292290
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22054575
高海拔精选冬虫夏草 1条装,4.8,5,5,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22560673
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22334874
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22552623
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22306887
高海拔精选冬虫夏草 1条装,4.8,5,5,5,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22786343
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22424755
高海拔精选冬虫夏草 1条装,4,3,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22442611
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22050856
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22190165
高海拔精选冬虫夏草 1条装,4.5,4,4,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22524606
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22472455
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22152268
高海拔精选冬虫夏草 1条装,4.8,4,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22210294
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22444475
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22554523
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22372740
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22084244
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22254280
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=24718453
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22880482
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22850182
高海拔精选冬虫夏草 1条装,4.8,5,5,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22546495
高海拔精选冬虫夏草 1条装,4.5,5,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22202731
高海拔精选冬虫夏草 1条装,4.5,5,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22134100
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22888348
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=21986250
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22244343
高海拔精选冬虫夏草 1条装,3.8,4,4,4,3,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22576042
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=24528695
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22056544
高海拔精选冬虫夏草 1条装,4.3,4,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22308616
高海拔精选冬虫夏草 1条装,4.5,5,4,5,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22288245
高海拔精选冬虫夏草 1条装,4.5,5,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22786383
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22700739
高海拔精选冬虫夏草 1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=12274907&reportId=22310823
金韩青海特级冬虫夏草4条/克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=11954078&reportId=22466372
金韩青海特级冬虫夏草4条/克,3.5,3,4,3,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=11954078&reportId=21724377
金韩青海特级冬虫夏草4条/克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=11954078&reportId=21360249
金韩青海特级冬虫夏草4条/克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=11954078&reportId=21500144
金韩青海特级冬虫夏草4条/克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=11954078&reportId=21394188
金韩青海特级冬虫夏草4条/克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=11954078&reportId=21440926
金韩青海特级冬虫夏草4条/克,4,5,4,4,3,,,,,,,,https://try.taobao.com/report/view.htm?itemId=11954078&reportId=21702291
金韩青海特级冬虫夏草4条/克,4.5,5,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=11954078&reportId=21386024
金韩青海特级冬虫夏草4条/克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=11954078&reportId=21786177
藏雪玛冬虫夏草胶囊 提高免疫力,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=9166010&reportId=16870964
藏雪玛冬虫夏草胶囊 提高免疫力,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=9166010&reportId=15930634
藏雪玛冬虫夏草胶囊 提高免疫力,4,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=9166010&reportId=15284090
藏雪玛冬虫夏草胶囊 提高免疫力,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=9166010&reportId=15952949
藏雪玛冬虫夏草胶囊 提高免疫力,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=9166010&reportId=15620327
冬虫夏草 泡足片,5,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8578149&reportId=15976048
冬虫夏草 泡足片,5,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8578149&reportId=15254141
冬虫夏草 泡足片,5,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8578149&reportId=17370183
冬虫夏草 泡足片,5,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8578149&reportId=16474352
冬虫夏草 泡足片,5,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8578149&reportId=17428437
冬虫夏草 泡足片,5,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8578149&reportId=15204967
冬虫夏草 泡足片,3.5,4,,,3,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8578149&reportId=17266792
冬虫夏草 泡足片,5,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8578149&reportId=17436543
藏雪玛冬虫夏草胶囊,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8620060&reportId=17148110
藏雪玛冬虫夏草胶囊,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8620060&reportId=17140709
久保龄正品人工北冬虫夏草,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8252098&reportId=16662731
久保龄正品人工北冬虫夏草,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8252098&reportId=16898331
久保龄正品人工北冬虫夏草,4.8,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8252098&reportId=17080018
久保龄正品人工北冬虫夏草,4.4,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8252098&reportId=17048418
久保龄正品人工北冬虫夏草,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8252098&reportId=17110323
久保龄正品人工北冬虫夏草,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=8252098&reportId=16994457
冬虫夏草 泡足片,5,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=7882535&reportId=15940314
冬虫夏草 泡足片,5,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=7882535&reportId=15164934
冬虫夏草 泡足片,4.8,5,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=7882535&reportId=15830337
冬虫夏草 泡足片,4.8,4,,,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=7882535&reportId=16456715
新鲜冬虫夏草全菌型玉树冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=7834391&reportId=17326183
新鲜冬虫夏草全菌型玉树冬虫夏草,1,1,1,1,1,,,,,,,,https://try.taobao.com/report/view.htm?itemId=7834391&reportId=16534691
新鲜冬虫夏草全菌型玉树冬虫夏草,1.8,1,1,1,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=7834391&reportId=16992509
新鲜冬虫夏草全菌型玉树冬虫夏草,4.3,4,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=7834391&reportId=17304718
藏雪玛冬虫夏草胶囊 24粒试用,4.6,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11276924
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11414632
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=10989520
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11005645
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11722386
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11004515
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11278287
藏雪玛冬虫夏草胶囊 24粒试用,4.4,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11666738
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11696563
藏雪玛冬虫夏草胶囊 24粒试用,2.8,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11234559
藏雪玛冬虫夏草胶囊 24粒试用,4.8,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11654307
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11334062
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11752118
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11154200
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11236273
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11044465
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11080101
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11742713
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11172018
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=10988314
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11756110
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=11070375
藏雪玛冬虫夏草胶囊 24粒试用,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=6223769&reportId=10999730
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10775052
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10329536
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10753235
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10388005
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10884958
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10328436
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10396637
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10405042
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10788301
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10316692
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10369217
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10347086
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10374095
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=11112179
上上 冬虫夏草 3条/克 1g,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5847744&reportId=10406849
西藏新虫草 极品那曲冬虫夏草,4.5,3,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10342096
西藏新虫草 极品那曲冬虫夏草,3.3,2,3,3,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10443313
西藏新虫草 极品那曲冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10621507
西藏新虫草 极品那曲冬虫夏草,4.5,5,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10416873
西藏新虫草 极品那曲冬虫夏草,4.3,2,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10489072
西藏新虫草 极品那曲冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10363828
西藏新虫草 极品那曲冬虫夏草,4,4,4,3,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10355777
西藏新虫草 极品那曲冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10492111
西藏新虫草 极品那曲冬虫夏草,3.3,3,3,3,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10624026
西藏新虫草 极品那曲冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10500966
西藏新虫草 极品那曲冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10501214
西藏新虫草 极品那曲冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10487147
西藏新虫草 极品那曲冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10454135
西藏新虫草 极品那曲冬虫夏草,3.5,4,4,3,3,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10639405
西藏新虫草 极品那曲冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5738666&reportId=10363563
北冬虫夏草酒 12年4瓶礼盒装,4.3,,,4,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5562814&reportId=9615084
北冬虫夏草酒 12年4瓶礼盒装,5,,,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5562814&reportId=9515521
北冬虫夏草酒 12年4瓶礼盒装,4.7,,,5,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5562814&reportId=9788685
北冬虫夏草酒 12年4瓶礼盒装,5,,,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=5562814&reportId=9621566
贯康 西藏那曲 冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=4817780&reportId=8911919
贯康 西藏那曲 冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=4817780&reportId=9040025
贯康 西藏那曲 冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=4817780&reportId=8812677
贯康 西藏那曲 冬虫夏草,4.8,4,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=4817780&reportId=9045999
贯康 西藏那曲 冬虫夏草,4.5,4,5,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=4817780&reportId=9039952
青海玉树冬虫夏草4条一克,3.8,4,4,3,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=3532761&reportId=7378146
青海玉树冬虫夏草4条一克,4.3,3,5,5,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=3532761&reportId=7510638
青海玉树冬虫夏草4条一克,4.8,4,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=3532761&reportId=7277975
青海玉树冬虫夏草4条一克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=3532761&reportId=7331547
青海玉树冬虫夏草4条一克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=3532761&reportId=7509897
青海玉树冬虫夏草4条一克,4.5,3,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=3532761&reportId=7388262
青海玉树冬虫夏草4条一克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=3532761&reportId=7224862
青海玉树冬虫夏草4条一克,4.3,5,4,3,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=3532761&reportId=7505150
青海玉树冬虫夏草4条一克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=3532761&reportId=7497051
